Time_IMU(ms),Acc X[mg],Acc Y[mg],Acc Z[mg],Gyr X[mdps],Gyr Y[mdps],Gyr Z[mdps],Time_GPS(ms),Lat(degrees*10^-7),Long(degrees*10^-7),Alt(mm),SIV
,,,,,,,114143,352938304,-1206456853,109496,18
114253,146,-182,26,-1680,-1190,17360
114754,143,-194,-36,-2310,-980,14980
,,,,,,,115155,352938297,-1206456856,109244,18
115255,4,-152,-26,17570,11130,-23590
115756,56,-140,18,-1050,-2380,-6160
,,,,,,,116149,352938288,-1206456854,109087,18
116257,71,-153,26,-1750,-7280,-420
116758,126,-167,-55,1400,-1120,140
,,,,,,,117159,352938279,-1206456853,108906,18
117259,114,-138,2,4550,1680,-1120
117760,126,-145,4,3780,420,-700
,,,,,,,118160,352938273,-1206456852,108722,18
118261,81,-128,-6,-1190,1750,-2170
118762,102,-129,-5,2380,-350,-700
,,,,,,,119160,352938267,-1206456849,108556,18
119263,59,-121,18,-700,-1120,2310
119764,78,-123,-62,-2800,2100,-350
,,,,,,,120162,352938260,-1206456846,108391,18
120265,73,-150,16,210,-1960,5740
120766,94,-152,-30,-2660,2170,3080
,,,,,,,121163,352938256,-1206456843,108214,18
121267,44,-167,-23,4130,3990,-7770
121768,27,-151,-2,490,3080,700
,,,,,,,122165,352938251,-1206456839,108053,18
122269,69,-159,-5,4620,2030,-5600
122770,9,-131,18,-2170,5670,-7770
,,,,,,,123167,352938248,-1206456835,107915,18
123271,67,-164,-27,-4900,-210,-3220
123772,35,-168,-22,-1540,1960,-2380
,,,,,,,124169,352938243,-1206456832,107789,18
124273,37,-188,27,-700,-1400,-490
124774,45,-181,1,350,-70,-840
,,,,,,,125170,352938242,-1206456831,107697,18
125275,58,-172,-21,980,-1120,-1190
125776,47,-175,-48,1540,-1540,-3010
,,,,,,,126172,352938241,-1206456831,107617,18
126277,54,-176,-49,560,1330,-140
126778,22,-160,14,-840,-1820,1540
,,,,,,,127177,352938242,-1206456831,107498,18
127279,27,-183,64,-980,70,5460
127780,-4,-189,-17,-840,-2870,1330
,,,,,,,128180,352938241,-1206456830,107373,18
128281,58,-216,-40,1540,490,-2170
128782,40,-187,105,6440,-700,2380
,,,,,,,129184,352938241,-1206456830,107287,18
129283,20,-185,14,-3360,-1610,-1890
129784,5,-201,-4,1050,-2940,1120
,,,,,,,130186,352938240,-1206456829,107220,18
130285,-2,-198,-22,-490,-1260,2240
130786,-1,-211,4,1680,-2100,1330
,,,,,,,131188,352938239,-1206456826,107167,18
131287,-17,-193,-6,2870,-3220,12530
131788,16,-179,2,2940,-910,7560
,,,,,,,132190,352938239,-1206456825,107102,18
132289,35,-182,-11,-560,-1050,2450
132790,-2,-208,30,-4340,-490,-6370
,,,,,,,133193,352938238,-1206456823,107052,18
133291,23,-188,-8,4690,-140,-4900
133792,-7,-163,15,1120,-490,420
,,,,,,,134197,352938237,-1206456823,106978,19
134293,48,-173,-50,700,-4550,-560
134794,38,-161,14,-560,1470,700
,,,,,,,135198,352938238,-1206456823,106898,19
135295,41,-165,2,-840,-280,280
135796,38,-171,-16,3080,-840,1190
,,,,,,,136201,352938238,-1206456823,106842,19
136297,45,-174,-3,0,-1330,-1820
136798,70,-161,-27,350,1050,-3990
,,,,,,,137207,352938238,-1206456822,106784,19
137299,44,-159,7,1610,-700,-2660
137800,61,-143,-7,-2240,-2590,630
,,,,,,,138212,352938238,-1206456822,106716,19
138301,65,-167,7,-1190,-1750,-6580
138802,62,-196,-30,2940,-1960,1680
,,,,,,,139214,352938237,-1206456821,106670,19
139303,45,-187,2,560,-1400,1400
139804,60,-177,-7,-3640,-1890,-2590
,,,,,,,140217,352938238,-1206456819,106611,20
140305,45,-187,8,280,2170,-3360
140806,27,-192,-3,2030,-4690,6090
,,,,,,,141217,352938238,-1206456818,106551,20
141307,8,-188,2,2380,-980,-1400
141808,51,-191,-42,980,280,630
,,,,,,,142223,352938237,-1206456817,106511,21
142309,25,-184,-16,630,910,-280
142810,31,-203,33,-1260,-3150,-3850
,,,,,,,143236,352938237,-1206456815,106453,23
143311,40,-185,-10,1190,-1890,770
143812,19,-190,-8,-3570,1680,-3850
,,,,,,,144238,352938236,-1206456814,106357,23
144313,37,-192,-10,2660,-910,770
144814,56,-193,-17,2730,-350,1610
,,,,,,,145240,352938236,-1206456812,106270,23
145315,19,-190,5,3080,-280,-70
145816,26,-190,16,3150,-2940,3430
,,,,,,,146243,352938234,-1206456811,106235,23
146317,34,-168,-37,1540,-420,-980
146818,-23,-136,-27,3570,-10990,9380
,,,,,,,147245,352938233,-1206456810,106178,23
147319,16,-124,-18,5950,-5110,5250
147820,-21,-110,-33,-3710,-2660,-1260
,,,,,,,148248,352938231,-1206456809,106143,23
148321,51,-113,20,-560,-630,-2030
148822,49,-112,-24,-490,-140,-3640
,,,,,,,149249,352938230,-1206456809,106087,23
149323,19,-129,10,1330,-2240,1750
149824,37,-144,-37,350,-770,-980
,,,,,,,150250,352938229,-1206456809,106033,23
150325,15,-114,26,-140,-4200,-1960
150826,82,-127,-23,1680,-3850,9380
,,,,,,,151254,352938227,-1206456808,106009,23
151327,93,-147,37,3570,-7560,9310
151828,116,-102,-175,3640,-9170,3570
,,,,,,,152257,352938226,-1206456809,105959,23
152329,67,-146,24,-2940,-2100,-5320
152830,8,-129,0,-1960,-3080,-3360
,,,,,,,153261,352938224,-1206456809,105891,23
153331,54,-185,0,-7700,3920,-3290
153832,17,-208,-5,350,-2380,-1190
,,,,,,,154265,352938221,-1206456808,105836,23
154333,71,-200,-6,2800,0,-3220
154834,15,-212,-17,-1540,-140,-420
,,,,,,,155266,352938221,-1206456809,105779,23
155335,29,-221,-33,-1960,-1050,-4270
155836,32,-220,-22,630,-2800,700
,,,,,,,156269,352938220,-1206456810,105727,23
156337,43,-214,-7,3010,-3920,700
156838,65,-180,26,6370,-6370,2870
,,,,,,,157271,352938219,-1206456811,105672,23
157339,84,-135,-10,3570,-4200,-490
157840,108,-122,-38,-1540,-1120,-2380
,,,,,,,158274,352938217,-1206456811,105637,23
158341,79,-121,-4,-350,1470,-350
158842,75,-131,4,2730,70,0
,,,,,,,159283,352938216,-1206456811,105610,23
159343,66,-119,20,2870,-2730,2310
159844,77,-127,-16,-490,770,-3570
,,,,,,,160286,352938216,-1206456810,105555,23
160345,86,-139,-9,280,-1330,1330
160846,36,-147,-2,-1330,1260,-3570
,,,,,,,161289,352938215,-1206456809,105548,23
161347,54,-160,-16,1820,1470,-910
161848,51,-160,-40,560,140,-10150
,,,,,,,162288,352938213,-1206456809,105546,23
162349,8,-142,-49,-4900,2660,-7840
162850,77,-144,-2,3570,-6230,-5110
,,,,,,,163294,352938212,-1206456809,105512,23
163351,54,-109,-31,2100,560,-1120
163852,64,-85,-7,3290,560,1680
,,,,,,,164296,352938210,-1206456808,105470,23
164353,78,-43,-46,-910,-2520,770
164854,112,-38,24,2800,-2590,1400
,,,,,,,165299,352938210,-1206456809,105430,23
165355,128,-56,-27,1260,-3010,3850
165856,118,-68,6,910,-1680,2520
,,,,,,,166301,352938210,-1206456809,105383,23
166357,142,-57,-24,980,-2660,-3780
166858,130,-42,0,-140,-770,-1610
,,,,,,,167298,352938210,-1206456808,105362,23
167359,135,-60,-31,490,2660,-1610
167860,124,-73,-37,-1960,-1680,1820
,,,,,,,168300,352938209,-1206456808,105361,23
168361,126,-67,7,560,-1190,-560
168862,92,-61,22,770,-1400,4760
,,,,,,,169304,352938208,-1206456807,105352,23
169363,96,-73,-25,-5740,5040,-630
169864,95,-92,-2,-280,0,140
,,,,,,,170306,352938207,-1206456807,105340,23
170365,104,-90,-24,1820,-1120,2940
170866,96,-98,49,980,1190,1120
,,,,,,,171308,352938207,-1206456808,105322,23
171367,66,-90,29,-3710,630,770
171868,83,-93,-22,560,-2730,-2590
,,,,,,,172311,352938207,-1206456808,105301,23
172369,63,-84,-19,630,-700,1190
172870,73,-84,24,-1190,560,-210
,,,,,,,173311,352938207,-1206456808,105284,23
173371,76,-79,-1,770,-280,700
173872,72,-90,6,-630,-70,-1260
,,,,,,,174313,352938208,-1206456809,105267,23
174373,53,-85,27,1050,-490,70
174874,69,-90,8,770,-1610,1120
,,,,,,,175314,352938209,-1206456809,105230,23
175375,56,-83,7,490,-1260,-1820
175876,40,-86,29,560,1120,-560
,,,,,,,176318,352938210,-1206456809,105216,23
176377,91,-55,-86,6020,-7910,17710
176878,38,-104,147,-4480,0,-7910
,,,,,,,177322,352938210,-1206456809,105194,23
177379,59,-111,-13,210,-980,-2310
177880,70,-73,19,-770,-1050,-2030
,,,,,,,178329,352938210,-1206456809,105184,23
178381,50,-99,24,-420,3920,-5180
178882,78,-99,9,700,-3290,2170
,,,,,,,179331,352938211,-1206456808,105172,23
179383,100,-111,30,210,-210,0
179884,86,-99,10,-70,350,-1750
,,,,,,,180332,352938211,-1206456808,105177,23
180385,86,-84,-24,2590,280,2100
180886,95,-73,-17,1890,-2240,70
,,,,,,,181334,352938212,-1206456808,105164,23
181387,132,-106,-30,2170,-1400,1540
181888,95,-105,50,560,-910,5250
,,,,,,,182337,352938212,-1206456808,105159,23
182389,72,-85,-1,-3290,770,280
182890,68,-97,-9,70,0,-1050
,,,,,,,183339,352938213,-1206456808,105163,23
183391,58,-107,-6,280,0,1540
183892,80,-123,1,-5950,2800,-4480
,,,,,,,184344,352938213,-1206456809,105148,23
184393,65,-200,-34,-6020,2240,910
184894,40,-264,-81,-4690,560,3150
,,,,,,,185345,352938214,-1206456809,105148,23
185395,22,-282,-37,0,5460,1820
185896,13,-297,-13,1260,-1120,-2590
,,,,,,,186347,352938214,-1206456809,105128,23
186397,6,-285,-8,3780,-770,0
186898,5,-276,-61,1820,840,-6300
,,,,,,,187350,352938214,-1206456809,105119,23
187399,29,-289,-29,840,840,-4060
187900,0,-301,-110,-1680,-3290,280
,,,,,,,188353,352938213,-1206456809,105129,23
188401,-10,-280,41,-3290,6370,-10570
188902,16,-263,-111,1680,-4620,-4480
,,,,,,,189361,352938213,-1206456808,105123,23
189403,12,-273,-32,-560,-140,1260
189904,16,-295,-41,-1610,350,-2870
,,,,,,,190364,352938213,-1206456808,105118,23
190405,-3,-285,-37,-1190,-490,-1890
190906,4,-287,-26,560,-2380,-420
,,,,,,,191367,352938213,-1206456808,105107,23
191407,33,-280,-28,910,-1120,1890
191908,27,-285,-29,-840,-1120,-420
,,,,,,,192366,352938213,-1206456807,105112,23
192409,24,-289,-37,0,-980,-70
192910,34,-288,-22,2170,-2800,1330
,,,,,,,193376,352938212,-1206456805,105127,25
193411,47,-287,-16,-700,910,560
193912,28,-287,-49,-1540,-280,70
,,,,,,,194377,352938212,-1206456805,105125,25
194413,20,-286,-28,280,-2240,840
194914,34,-284,-21,2520,-1330,1190
,,,,,,,195378,352938213,-1206456805,105122,25
195415,17,-289,-30,2100,-840,630
195916,14,-279,-29,-630,-1680,-280
,,,,,,,196381,352938213,-1206456805,105128,25
196417,22,-280,-42,1260,-1750,1610
196918,71,-261,55,-1540,-6230,5460
,,,,,,,197377,352938214,-1206456806,105119,25
197419,42,-218,-6,2240,-4900,4970
197920,93,-206,18,2450,4690,-490
,,,,,,,198381,352938213,-1206456806,105144,25
198421,102,-185,-32,70,-2380,140
198922,42,-199,113,-7140,-350,6720
,,,,,,,199382,352938213,-1206456805,105137,25
199423,36,-219,18,-2170,1260,3850
199924,71,-256,0,5600,-280,980
,,,,,,,200383,352938214,-1206456805,105126,25
200425,19,-245,34,1190,2170,210
200926,34,-242,11,3990,-2170,2870
,,,,,,,201386,352938214,-1206456805,105130,25
201427,80,-212,-10,630,-1820,1820
201928,52,-208,-2,210,-910,280
,,,,,,,202392,352938215,-1206456805,105148,25
202429,63,-213,1,-2380,-2380,-1050
202930,81,-219,-39,-2870,-4970,-770
,,,,,,,203394,352938216,-1206456805,105161,25
203431,75,-214,-11,1960,-910,-70
203932,80,-209,12,70,-770,-1610
,,,,,,,204397,352938216,-1206456805,105162,25
204433,75,-213,-31,1050,-2730,1190
204934,77,-212,-34,-5390,-3150,-630
,,,,,,,205400,352938215,-1206456804,105170,25
205435,80,-222,-24,1750,-1610,2310
205936,83,-198,-5,490,-5320,4130
,,,,,,,206402,352938215,-1206456804,105181,25
206437,44,-218,16,-1820,-5670,4620
206938,73,-226,1,-420,-210,4760
,,,,,,,207404,352938213,-1206456803,105203,25
207439,98,-231,-11,-1190,-700,8260
207940,91,-242,-72,6860,-6300,14560
,,,,,,,208407,352938212,-1206456801,105220,25
208441,-48,-197,-52,-5250,-4340,9520
208942,3,-250,35,-2240,-5390,-18270
,,,,,,,209410,352938211,-1206456800,105243,25
209443,95,-196,-9,-2450,-2030,-14700
209944,122,-214,-23,-4340,1960,-20090
,,,,,,,210412,352938210,-1206456800,105253,25
210445,91,-207,1,1540,140,-16660
210946,115,-210,-51,-1960,2380,-7140
,,,,,,,211413,352938209,-1206456799,105279,25
211447,110,-248,-71,280,70,-3080
211948,100,-264,-25,4130,-2170,3150
,,,,,,,212417,352938209,-1206456799,105295,25
212449,139,-272,-46,-1610,-1750,-5390
212950,110,-278,-26,1610,3010,-700
,,,,,,,213419,352938210,-1206456800,105285,25
213451,57,-261,-24,-70,-1470,-3150
213952,85,-270,-13,1820,-420,1610
,,,,,,,214423,352938209,-1206456799,105326,25
214453,94,-253,-10,2590,-560,-1750
214954,55,-253,-4,490,2310,1680
,,,,,,,215424,352938208,-1206456797,105355,25
215455,69,-263,-42,-1120,-910,1120
215956,45,-270,-15,-1540,840,1330
,,,,,,,216427,352938209,-1206456797,105334,25
216457,45,-268,4,-1050,2030,280
216958,46,-270,-24,-700,-140,-630
,,,,,,,217430,352938209,-1206456797,105310,25
217459,58,-271,-29,700,-700,210
217960,46,-261,-39,-1400,-140,420
,,,,,,,218433,352938209,-1206456796,105330,25
218461,41,-266,-38,-840,210,70
218962,42,-263,-23,1820,-630,-490
,,,,,,,219438,352938209,-1206456796,105320,25
219463,50,-273,-39,-1750,3150,-4620
219964,11,-280,-4,2030,2940,280
,,,,,,,220442,352938209,-1206456795,105316,25
220465,18,-274,-10,1190,-1260,770
220966,37,-288,-41,210,-1960,630
,,,,,,,221443,352938208,-1206456795,105318,25
221467,13,-282,-25,-210,-700,-770
221968,35,-284,-15,-700,350,-1120
,,,,,,,222445,352938207,-1206456795,105323,25
222469,26,-286,-12,-210,-1050,-910
222970,37,-279,-16,630,-1330,-1190
,,,,,,,223443,352938207,-1206456795,105327,25
223471,28,-281,-47,-1050,210,-1470
223972,13,-277,-6,1890,-2450,1610
,,,,,,,224452,352938206,-1206456796,105321,25
224473,57,-273,-27,1680,-1960,70
224974,21,-275,-37,490,-1190,560
,,,,,,,225453,352938206,-1206456797,105322,25
225475,31,-276,-20,2520,-1820,-630
225976,40,-268,-28,140,1120,280
,,,,,,,226458,352938205,-1206456798,105322,25
226477,23,-273,-14,280,-2800,1960
226978,20,-274,-19,630,-70,0
,,,,,,,227463,352938206,-1206456799,105274,25
227479,29,-277,-50,2590,-1260,-560
227980,40,-281,-47,420,-1330,770
,,,,,,,228459,352938206,-1206456799,105282,25
228481,26,-286,-23,1680,-630,-210
228982,25,-277,-33,2170,-910,1750
,,,,,,,229465,352938206,-1206456798,105295,25
229483,37,-272,-48,1540,-2730,2940
229984,37,-250,-20,3430,0,-1330
,,,,,,,230465,352938207,-1206456799,105277,25
230485,68,-248,-32,1960,-1120,2730
