dTime_IMU(ms),Acc X[mg],Acc Y[mg],Acc Z[mg],Gyr X[mdps],Gyr Y[mdps],Gyr Z[mdps],Time_GPS(ms),Lat(degrees*10^-7),Long(degrees*10^-7),Alt(mm),SIV
26838,-153,-17,8,-3220,-1540,140
,,,,,,,27318,353679698,-1208657644,-32565,22
27339,-168,-37,38,-10220,-4200,1400
27840,-136,-54,-10,3150,840,4410
,,,,,,,28326,353679693,-1208657632,-32280,22
28341,-94,-47,73,9100,4760,2310
28842,-130,-8,2,4200,1680,210
,,,,,,,29322,353679680,-1208657613,-31841,23
29343,-95,6,-6,770,770,-5530
29844,-137,0,15,-140,140,-1190
,,,,,,,30333,353679675,-1208657612,-31783,23
30345,-315,-110,-46,-25830,44520,31010
30846,-674,51,-245,2100,2520,1540
,,,,,,,31326,353679675,-1208657608,-31860,23
31347,-260,69,-61,-4900,-26110,8750
31848,-108,-1,43,-490,-3570,-1820
,,,,,,,32343,353679671,-1208657602,-31864,23
32349,-63,21,65,-11550,-2170,-11410
32850,-78,-27,19,4620,1330,1610
,,,,,,,33335,353679663,-1208657595,-31824,23
33351,-83,-23,0,-3220,-2170,630
33852,-89,34,56,-140,-840,630
,,,,,,,34337,353679656,-1208657578,-31642,23
34353,-91,-19,1,-4830,-1260,700
34854,-82,-25,5,-1750,-840,-70
,,,,,,,35340,353679651,-1208657573,-31577,24
35355,-96,-21,16,2730,-2590,-2800
35856,-60,-26,18,3360,-4620,2590
,,,,,,,36341,353679643,-1208657564,-31486,24
36357,-89,-24,28,5320,1960,-4550
36858,-87,0,-6,-140,-1260,560
,,,,,,,37343,353679636,-1208657556,-31397,23
37359,-103,-2,-3,1330,0,350
37860,-106,-14,6,-350,1540,-1330
,,,,,,,38346,353679630,-1208657545,-31302,23
38361,-68,-22,-45,1960,2590,630
38862,-66,-28,-20,-1890,5250,630
,,,,,,,39347,353679622,-1208657533,-31169,23
39363,-95,-37,27,-3780,4410,-1470
39864,-135,-21,-7,-2450,-2450,3290
,,,,,,,40350,353679615,-1208657521,-31040,23
40365,-179,-17,35,-2310,5040,-4480
40866,-150,-21,-32,7770,1750,-70
,,,,,,,41354,353679607,-1208657511,-30935,23
41367,-155,28,30,4550,-210,-5950
41868,-155,1,6,-1750,-1400,-70
,,,,,,,42354,353679599,-1208657502,-30833,23
42369,-160,-10,-5,210,-700,-560
42870,-133,13,23,140,-2380,420
,,,,,,,43357,353679593,-1208657493,-30744,23
43371,-153,12,-7,-1050,-840,770
43872,-162,-13,-1,-700,-1960,-1120
,,,,,,,44360,353679588,-1208657486,-30666,23
44373,-102,37,65,3430,-4480,-17850
44874,-79,26,27,-3850,-560,5040
,,,,,,,45364,353679583,-1208657479,-30587,24
45375,-121,-41,-7,-4690,1260,-10080
45876,-84,18,-14,1330,-3010,-5320
,,,,,,,46365,353679576,-1208657471,-30436,24
46377,-92,32,16,3150,5110,140
46878,-90,41,40,5460,1190,1470
,,,,,,,47369,353679570,-1208657466,-30320,24
47379,-125,-31,4,-2310,2030,5320
47880,-157,-64,-7,5530,-70,350
,,,,,,,48369,353679563,-1208657460,-30203,24
48381,-154,-48,9,-2450,-1050,3640
48882,-184,-67,-16,-4060,2100,4760
,,,,,,,49372,353679559,-1208657456,-30128,24
49383,-133,-65,3,630,1540,3850
49884,-176,-48,-11,560,-1820,1330
,,,,,,,50375,353679554,-1208657451,-30036,24
50385,-63,-54,32,-3290,-1820,1890
50886,-167,-53,16,2030,2030,-210
,,,,,,,51377,353679551,-1208657447,-29962,24
51387,-156,-26,9,560,-1330,-280
51888,-139,-24,-4,1120,-280,-1330
,,,,,,,52380,353679547,-1208657445,-29894,24
52389,-137,-2,19,490,560,770
52890,-147,-19,14,420,-210,700
,,,,,,,53379,353679544,-1208657440,-29823,24
53391,-156,-33,7,-210,350,-560
53892,-156,-30,13,350,1260,1050
,,,,,,,54382,353679540,-1208657437,-29754,24
54393,-171,-16,-13,1890,-210,-1960
54894,-171,-26,5,1050,910,420
,,,,,,,55385,353679535,-1208657435,-29680,24
55395,-169,-25,4,1750,-1820,350
55896,-154,-9,2,-210,-560,-420
,,,,,,,56389,353679531,-1208657431,-29597,24
56397,-168,-25,-1,490,700,-350
56898,-155,-17,21,1540,-4060,560
,,,,,,,57392,353679528,-1208657429,-29556,24
57399,-167,-4,-27,3710,-1050,-1750
57900,-158,-7,23,350,1470,1120
,,,,,,,58395,353679524,-1208657426,-29494,24
58401,-162,-8,-13,-210,-3570,-840
58902,-148,-1,14,-980,1400,-70
,,,,,,,59398,353679521,-1208657423,-29438,24
59403,-141,-3,0,630,-4900,1190
59904,-121,18,-7,1820,-490,-770
,,,,,,,60399,353679518,-1208657420,-29388,24
60405,-105,22,29,630,910,-1400
60906,-125,0,0,1330,-1190,-1750
,,,,,,,61401,353679514,-1208657416,-29327,24
61407,-136,-1,10,1820,1400,-1050
61908,-146,17,-18,-70,-1750,-980
,,,,,,,62404,353679511,-1208657413,-29237,24
62409,-122,29,18,-2660,-4130,350
62910,-155,9,19,1610,-70,-980
,,,,,,,63407,353679509,-1208657412,-29207,24
63411,-145,21,-5,770,-980,70
63912,-152,17,-7,560,-560,490
,,,,,,,64410,353679508,-1208657411,-29168,23
64413,-150,27,11,1960,-2520,-840
64914,-134,18,-26,980,1610,1400
,,,,,,,65410,353679508,-1208657411,-29173,23
65415,-157,17,8,-910,-700,280
65916,-146,44,-14,-1190,-1680,-840
,,,,,,,66412,353679507,-1208657409,-29154,23
66417,-159,45,13,3150,-770,-1610
66918,-172,33,31,3640,-1960,70
,,,,,,,67414,353679506,-1208657408,-29137,23
67419,-170,33,-3,-2170,-280,420
67920,-140,59,7,3010,-2450,-140
,,,,,,,68418,353679505,-1208657406,-29123,24
68421,-153,37,10,-1400,-1050,420
68922,-163,43,-14,910,-280,-210
,,,,,,,69420,353679503,-1208657404,-29087,24
69423,-153,41,-12,-490,-2310,980
69924,-156,38,-4,-280,-1260,630
,,,,,,,70422,353679501,-1208657402,-29045,24
70425,-161,39,-2,4130,210,-770
70926,-167,52,8,140,-350,-140
,,,,,,,71424,353679500,-1208657402,-29026,24
71427,-165,53,-10,1050,-1470,-1260
71928,-173,31,9,210,-280,490
